review,sentiment
"I cannot believe this woodenly written and directed piece of cliche film got made. There are about four good looking shots (the director should think about switching to still photography) and that's it. A strong cast is utterly wasted, scenes repeatedly end at the least interesting moments and the script says nothing new. Please spare yourself this movie.",negative
"Dirty Dancing one of my MOST favorite movies. I've only watched it two times on ABC because I haven't had the chance to buy it or rent it from Blockbuster. I had no idea Jennifer Grey was 27 at the time she made the movie, because she was very convincing as a teenager. Compared to some women in Hollywood she has a very flat chest, which is why I was fooled so easily about her age. So both physically and emotionally, Grey pulls off playing a teen very well. I also loved the dancing--who WOULDN'T? Both times I've watched Dirty Dancing, I keep wanting to look up dance classes. I also love the soundtrack, and I do recognize some of the songs from when I was eight or nine. I would LOVE to be able to watch this in my drama class, and I'm going to ask my teacher at some point if there's any part of the movie he can use for educational purposes. It's much better than the stuff he made us watch last year. And the ending was absolutely FANTASTIC. That's one of the best moments in the film.<br /><br />I can't believe I'm looking forward to the first day back to school because of Dirty Dancing! Who could ask for a better influence from a movie with that sort of title?",positive
"I was greatly disappointed by the quality of this documentary. The content is poorly produced, very poor quality video and, especially awful audio. There's extremely little about how Bruce Haack produced his music and virtually no examples of direct connection to later and contemporary electronic music. The interviews of people who knew Bruce Haack are ad-hoc mostly inarticulate mumbo-jumbo. Too much yak and not enough Haack. Although I have a serious personal interest in electronic music and have a higher than average attention span, even for slow and/or difficult subject matter, I fell asleep while watching this documentary and had to review it to see the parts I slept through. If you watch this, make sure that you are set up, before viewing, like Alex in A Clockwork Orange. Bruce Haack deserves much better than this. Shame on the producer and director.",negative
"""The King of Queens"" could be divided into two eras.<br /><br />The first era, constituted of the first few seasons portrayed the issues of everyday life of a man and his wife making it through life in the city paycheck by paycheck.<br /><br />The second era, increased the scope of the show, addressing current popular culture and marital issues with a humorous spin.<br /><br />But besides all of that...<br /><br />This show was freaking hilarious.<br /><br />Kevin James, when not doing crap comedy films with Adam Sandler, is a genius of laughter, and his chemistry with Leah Remini was unparalleled on TV.<br /><br />Jerry Stiller as the psychotic live-in father in law added his own unique style of quirky humor, and Patton Oswalt as the ""man-child"" Spence Ulchin was amazing, (he's a great comedian too) ""The King of Queens"" was the final sitcom of the 1990s to go off the air, and it's a damn shame. Now, all we have to watch are the idiotic sitcoms full of untalented actors and actresses whose only appeal is their physical appearance. I like many fans of actually funny TV shows am now in a state of mourning",positive
"Actually this movie was not so bad. It contains action, comedy and excitement. There are good actors in this film, for instance Doug Hutchison (Percy from ""The Green Mile""), who plays Bristol. Another well known actor is Jamie Kennedy, from ""Scream"" and ""Three Kings"". The main characters are played by Jamie Foxx as Alvin, who was pretty good and also funny, but the one who most surprised me, was David Morse as Edgar Clenteen. He plays a different character than he usually does, because in other films like ""The Green Mile"", ""Indian Runner"", ""The Negotiator"" or ""The Langoliers"" he plays a very sympathetic person, and in ""Bait"" the plays almost the opposite, a man without any emotions, which was nice to see. The only really negative thing about this film, are the several pictures of the World Trade Center, which makes this film perhaps look a little dated. Overall I thought this was a pretty good little film!",positive
"This is so incredibly bad. Poor actors. You can tell they're trying really hard to polish a turd, but we all know you can't. The writing is so obvious and facile, it's sad watching them try to sell it. The humor and pacing are so labored, it's hard to believe any of these good actors signed on for this.<br /><br />That said, it's so awful that we're having a hard time looking away from the screen. We just have to know where this trainwreck goes. But that's only because we caught it on TV. If we had actually PAID for this, we'd be disgusted. <br /><br />So it gets 2 stars for being at least amusingly/fascinatingly bad. And the incidental music (as opposed to the trying-too-hard indie soundtrack) is laughably reminiscent of an episode of Scooby-Doo... but not as good.",negative
"This movie surprised me, it had good one-liners and laughs, + a nonstop action-packed storyline with tons of gun action and explosions. This movie surprisingly had a lot of good twists and turns. The plot is solid despite what others may think, it kept my interest the whole time right up till the very end. In conclusion; this is a great way for an action movie buff to spend time on.",positive
"So, I'm wondering while watching this film, did the producers of this movie get to save money on Sandra Bullock's wardrobe by dragging out her ""before"" clothes from Miss Congeniality? Did Ms. Bullock also get to sleepwalk through the role by channeling the ""before"" Gracie Hart? As many reviewers have noted before, the film is very formulaic. Add to that the deja vu viewer experiences with the character of Cassie Maywether as a somewhat darker Gracie Hart with more back story and it rapidly become a snooze fest.<br /><br />The two bad boy serial killers have been done before (and better) in other films. As has the ""good guy partner trying to protect his partner despite the evidence"" character been seen before. In fact none of the characters in the film ever get beyond two dimensions or try to be anything but trite stereotypes.<br /><br />One last peeve - using the term serial killer is false advertising. Murdering one person - even if it's a premeditated murder - does not make you a serial killer. You may have the potential to become a serial killer but you are not a serial killer or even a spree killer.",negative
"The beginning of this movie was good. It started to get really dumb after he told the people he wanted to kill himself. I think if I came from a little town like that I would be offended after seeing this movie. They made a lot of these people look dumb and crazy. How could these people have so little to do that they follow him around all day. A lot of times these people were telling him ways to kill himself like they were urging him to do it. How can so many people have little respect for other people? I also think they could have made a much better ending for this movie. There were some good parts to this movie also. Some people might like it, but I wouldn't recommend this to anyone.",negative
"(Note: I saw I SELL THE DEAD at the Glasgow International Film Festival on 20th January 2009.) I Sell the Dead is a jet black horror comedy set in late medieval times, and stars Dominic Monaghan (Lost, Lord of the Rings), Ron Pearlman (Hellboy), Larry Fessenden (Session 9) and Angus Scrimm (Phantasm).<br /><br />The movie opens with grave-robber Willie Grimes (Fessenden), still indignant and unremorseful, being dragged to the guillotine and executed. His apprentice and partner-in-crime Arthur Blake (Monaghan) is locked in the tower awaiting his turn when Father Duffy (Perlman), a whiskey-swilling priest with an unhealthy interest in the occult, pays him a visit with the apparent intention of recording Blake's final confession. It soon becomes apparent, however, that Duffy main interest lies in the more... otherworldly side of Blake's exploits. Most of the plot from here is told in flashback form as Monaghan regails Duffy with tales of his macabre career.<br /><br />Initially, Grimes and Blake start out as simple wise-cracking body snatchers, working in the employ of the ghoulish Dr Quint (Scrimm), a callous, corrupt anatomist who uses blackmail as leverage over our two anti-heroes, and takes a rather unhealthy relish in his work. The pair have their first run-in with the undead when, one evening, Quint sends them on a mission to a bleak moonlit moor to retrieve a corpse that has been mysteriously interred at a crossroads, apparently according to some ancient custom. But there's something different about this corpse. This one has been wrapped in cloves of garlic... and buried with a stake through it's heart...<br /><br />Following a terrifying encounter, not only do they devise a plan to rid themselves of the scheming Doctor's machinations, but they also uncover a secretive subculture of occultists who will pay good money for corpses, and even better money for LIVING SPECIMENS of the undead. This leads our intrepid duo into the hidden underworld of the ""ghoul hunting"" trade, where they find themselves going head-to-head not only with vampires, monsters and zombies (and one other paranormal entity for which I will not spoil the surprise), but also rival ghoul hunters in the form of the inbred and murderous Murphy clan.<br /><br />I went into I Sell the Dead expecting a low-key, mildly distracting, low budget chiller. I was not prepared for the incredible imagination, giddy humour, quality acting, great dialogue, thick atmosphere and sheer personality that makes I Sell the Dead a strong early contender for my horror film of the year.<br /><br />With the exception of a couple of rough edges, the production values are truly fantastic for such a low budget flick - it looks like it was made for about $20 million, and I was surprised when the director told the audience it was made for significantly less than half of that (although he was unwilling to give exact figures as the film was still being sold to distributors). The ""look"" and tone of the film is a visual comic book somewhere between Tim Burton and Hammer Horror, with smart little Creepshow-esquire artwork inserts. The plot is wonderfully surreal, but the idea of a hidden underworld, running parallel to everyday life but which the general populace is either unable or unwilling to believe in, is one that actually makes quite good sense within the context of the film.<br /><br />The acting, as you'd expect from this cast, is top notch. The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic. Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.<br /><br />Conclusion - I loved it. It's a long time since I was so entertained by a movie. I struggle to find anything bad to say about it. Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.",positive
"Here is one of those movies spoiled by the studio's insistence on a happy ending. Conflicts which have stretched out for years are settled in a few minutes. It would have been far more interesting to inject a tone of ambiguity. The talented Barbara Stanwyck is undone by a sudden metamorphosis from independent and assertive woman to a compliant female of the kind she has put down all her life. Brent, as usual, is well over his head and then there is the ludicrous situation of Gig Young playing a character named Gig Young. Someone mentions ""Gig Young"" and then who appears but Gig Young, the actor! Worth seeing though far below what it could have been.",negative
"Welcome to the Plan 9 From Outer Space of Star Trek movies. Come on, trekkers, admit it. This movie is so bad, so staggeringly inept in every department, it's become something of a classic.<br /><br />The Shat gives the worst performance ever committed to celluloid. ""BOONES! Hi, Bones"" Brilliant! This isn't just Ham - it's several large pig farms in Kentucky! <br /><br />The ""Special"" Effects. Should be done under the trade descriptions act for using such a term. The Enterprise is a moving piece of cardboard in this film. Really! Even the Star Trek TV show had better.<br /><br />Bones, Spock and The Shat sing! Yeah, Spock sings Row Row Row Your Boat. After struggling over the meaning of the words!!!! ""Capt. Life is Not A Dream"" Poor Leonard Nimoy, he must really want to strangle Shatner for this. Could The Shat not have given us his rendition of Mr. Tambourine Man, or harmonised with Nimoy on Ballad of Bilbo Baggins? Sorely disappointed.<br /><br />A Sean Connery look-a-like plays Spock's half-brother. Only cos they couldn't get Sean Connery! Uhura does a fan dance! That would have been sexy in 1966. In 1989 it's like watching your drunk granny embarrass herself at a Christmas Party.<br /><br />Cat Woman Jumps on Shatner's back! Shat twirls her around a few times like a WWF Wrestler, and chucks her off. Yayy The Shat! Seems Connery 2.0 was a bit of a Vulcan rebel. Which explains why Spock hasn't previously mentioned him in 79 t.v episodes and 4 movies. McCoy apparently mercy-killed his Dad, BUT AFTERWARDS THEY FOUND A CURE. Tell me this isn't hysterically funny.<br /><br />The 11 deck Enterprise suddenly grows another 400 decks for an escape sequence in an elevator shaft. Spock's antigrav boots amazingly support Bones and The Shat as well. Should also have used em on the humped-back whales in Star Trek IV! Shatner meets God! Or what purports to be God, but I assume is really some kind of alien being. God looks a bit like Charlton Heston in The 10 Commandments. Sean Connery the 2nd calls on God to share his pain, and promptly dies. Or something. God punishes the Shat for questioning his identity. So Spock kills God with a photon torpedo. I'd love to know what Jehovah's Witnesses made of this scene.<br /><br />The Shat, having killed God, promptly goes back to his sing-song with Spock and Bones. Altogether now, Row Row Row Your Boat.....",negative
"Burt Kennedy both wrote & directed this western taken from a novel. Kennedy was a well known good writer & director, mostly westerns.<br /><br />Robert Mitchum was a star for over 20 years when he made this. This role was like many he had made already,One can see why he was a big star for so many years.<br /><br />He filled this role easily like a well used glove.<br /><br />The title character is played by Robert Walker Jr. (his father a fine actor Robert Walker--died tragically at age 32---his mother is noted actress Jennifer Jones).<br /><br />Robert was of slight build & even though he had talent only made a few films. (he was in Rita Hayworth's near last film.<br /><br />ROAD TO SALINAS ---the same year & was very good).<br /><br />He looked very much like his father, but seemed to lack his fathers charm. He made only a few more movies. He is still living & I wish him well.<br /><br />Most of his scenes are with another son of a Hollywood great. John Carradine's son David, who is still making movies. they made a nice team.<br /><br />In westerns you always have a female character & usually she is a dance hall performer. (today they call them hookers), Angie Dickinson assays this role nicely. also featured are western stalwarts, John Anderson & Jack Kelly.<br /><br />It was film in Old Tucson )outside of downtown Tucaon Az,. & the scenery is gorgeous.<br /><br />Typical of the older westerns, there is not too much action,there is some good humour & the usual ending shoot out.<br /><br />It is a fast enjoyable 89 minutes.<br /><br />Ratings: *** (out of 10) 84 points(out of 100) IMDb 7 (out of 10)",positive
"An awful B movie at best with video quality similar to Dead Alive. I challenge anyone who is a ""Aliens (James Cameron 1986)"" Movie fan to count how many times either lines or almost entire sequences were ripped off from the first two Alien movies to make this classic piece of garbage.<br /><br />Cast members such as R. Lee Ermey and Ray Wise were the only two actors with any talent and the lead ""Jack Scalia"" was really absolutely horrible. I think they cast him for his massive cleft chin. I was also annoyed with the stereotyping of the only black male on the set John Toles-Bey who must look at this movie and just wonder. Look him up sometime as he has done a lot of interesting movies.<br /><br />But on this movie: The script as I said earlier was a rip-off of Aliens tweaked and turned into a submarine ""thriller"". It included such lines as ""I got a bad feeling about this"" and ""Kill me"" as one crew member is infected by one of the mutants and his belly starts doing the ""alien hop"" just before it pops out of his stomach. There is also a rip-off of the classic ""get some!"" via Bill Paxton. We also have a bunch of navy grunts running through caves with creepy crawlies popping out of walls. Even the explosions of the mutated creatures is very similar to the popping of aliens as they charge marines in the movie ""Aliens"". And the kicker is that some of the mutants spit acid (as opposed to having acid for blood). There are many more major examples. So if you want to see this script done well watch the first two classics Alien and Aliens (With Sigourney Weaver). You'll have a more enjoyable time.<br /><br />The plot could have been interesting and done better if not for confusing sequences in the start of the movie and generally poor editing. Camera shots were pretty dull and honestly it wasn't very hard to stop watching it and walk around the room to get a snack or check email. Many of the interactions between characters made little or no sense and went nowhere more often than not. The whole command structure between crew and Capt. was poorly done. I'm not even sure if there are Captains in the military that have full control over nuclear subs. In general this just shows that there was little research done for background information to make the movie seem at least a little respectable and there are many other similar examples (like dive depth etc..).<br /><br />If you like horrible movies or are a big fan of Alien and Aliens and want something to just laugh and shake your head at then this movie may be for you. As for me this one is going back on the shelf...permanently.",negative
"First of all, I must say that I love this film.<br /><br />It was the first film that I saw from director Micheal Haneke and I was impressed that how good the direction was good !<br /><br />Haneke surely knows how to direct actors. What I found intresting is also Haneke's scenario. At first, you saw a woman who is very straight and seems to be a good piano teacher and very well loved and respected from everybody in her entourage. Then you realise that she has a mother who is a controle freak and is too much present in her life. Now you know that she is deranged, that she has emotional problems, but you don't know exactly what. And then you fall into her dark side, but her dark side is only reveal when a student sendenly fall in love with her. She can't controled herself anymore.<br /><br />The roles are very complexed and difficult to play, but Isabelle Huppert is marvellous in her role and she deserves the recognition she had at Cannes Festival. Benoit Maginel is very solid too, but a little bit eclipse by Huppert's performance.<br /><br />There is one thing that I found strange in the scenario is how the character played by Magimel is not very credible. He is too talented! It is rare that a person is a piano virtuoso, but pass the most of the his time to play hockey and study... It think that it is a weak point, but only a minor flaw.<br /><br />I just saw the movie once, so I can't do a very complete critic, because I didn't analysed the movie. I like what I saw ! so I give the film a 8.5/10<br /><br />Oh yeah... as for the end, Haneke showed that he really wanted to shock his audience. A motivation that don't think is necessary to make movies, but Haneke does it with style and precision, that is why his film is better than Baise-Moi for example.<br /><br />Vince",positive
"I was really looking forward to seeing this film, but after watching it I was really disappointed. The best bit was when Stephen King was in it. Rober John Berk cannot act to save his life and neither can any of the others. A few of the performances even made me laugh out loud! The film was was not as I imagined it, after reading the book which was awesome, I imagined it darker and a lot scarier. If i was Stephen, I would be really mad!<br /><br />I don't know why they changed the ending, I thought the ending of the book was very good. If you just found out the pie killed your daughter, you wouldn't feed it to anyone else would you?!<br /><br />Book was so much better!",negative
"I have to say that this TV movie was the work that really showed how talented Melissa Joan Hart is. We are so used to, now, seeing her in a sitcom and I really hope that a TV station will show this TV movie again soon as it will show the Sabrina fans that MJH shines in a drama. Seen as we have watched her on Sabrina now for now 5 years and so to give the viewers a taste of her much unused talent would be a plus. Melissa plays her role so well in this wanting her parents ""done away"" with so she can be with the guy she loves. One thing that all Sabrina viewers will notice, Melissa works with David Lascher in this, well before he took the role of Josh on Sabrina. So it would be kind of neat to see this currently whenever it gets aired again. Hopefully MJH gets some good roles in movies or even in more TV Movies, sort of like Kellie Martin who has always shined in TV Movies. Lots of unused talent waiting to bust out when it comes to Melissa Joan Hart, you shine always Melissa!!!",positive
"Actor turned director Liev Schreiber (The Sum of All Fears) does an above average screen version of the novel, Everything Is Illuminated, by author Jonathan Safran Foer. This tale of journey and self discovery is highlighted by strong ensemble performances and sharp direction with a storyline that enriches and enlightens the soul.<br /><br />Jonathan Foer (Elijah Wood) is a young man who has seen his grandfather, Safran, pass away. Jonathan has a peculiar habit of taking small objects and life's little memorabilia and sealing them in plastic ziplock bags to display them on his wall. Safran gives Jonathan an old picture showing a young Safran standing next to a beautiful girl who saved his life many years ago. Thus Jonathan commences on a long journey to locate this mystery woman in the Ukraine not knowing if she is still alive. He enlists the help of a brash, young tour guide named Alex (Eugene Hutz) and his grandfather (Boris Leskin) to drive him to his goal. At first the trip hits dead ends and false leads, but as the group nears its target, the men find themselves amid the ruins of a dark chapter in history with the memories of war and the past ghosts of a nonexistent town. There, they find their own respective destinies and will be forever changed by what they learn.<br /><br />This film feels like it was directed by someone who knew how to get the most from his actors. At times, the film is spoken in Russian and seems like a foreign film. The title itself is a play on self discovery. This is a thoughtful trek of one man into his past, and his past ironically involves his companions; Jonathan's obsessive journey becomes an emotional journey for Alex and his grandfather as well. It's a tale of bonding over the long haul and the guilt one must carry for a lifetime. By the end of the film, these characters have all experienced life altering events that will permanently intertwine their lives. It proves that memories can be powerful in traumatizing and also cleansing the soul. It's also about one's legacy and how others view an event or a person in the past. Alex eventually sees his grandfather in a completely different light. Even our perception of these individuals will have changed by film's end which is a tribute to a story that is well told.<br /><br />The story is deceptively simple. It functions as a road trip movie (like The Straight Story) combined with an interesting mystery story. It really involves a great many layers of emotions and subplots that range from the past to the present. The ending is a bit surreal with its déjà vu feeling.<br /><br />Elijah Wood (Sin City, The Eternal Sunshine of the Spotless Mind)) has chosen a wide range of roles ever since his splash in The Lord of the Rings trilogy. Here, he does a fine job with what is essentially a minimalist role with not much to show. Eugene Hutz and Boris Leskin fare better as Alex and his grandfather respectively. Even the grandfather's dog named Sammy Davis Jr. Jr. (that's right) is funny as a fiercely loyal companion.<br /><br />The spare music score by Paul Cantelon is a moody compliment to the thoughtful nature of the film. The editing is effective as imagery from past and present are linked and transitioned effortlessly. The cinematography by Matthew Libatique (Gothika, Requiem for a Dream) is appropriately stark and lifeless with some impressive images of war and its aftermath.<br /><br />The coincidences that emerge during the last half of the film make for good drama but are a little too coincidental. We never fully understand the whole background story of Alex's grandfather and what his motivations are. Likewise, Jonathan's blank stares and lack of apparent substance and depth do not give us much more than a sketch of a quirky man. At times, the film feels a little downbeat and depressing as more horrific revelations are exposed. But these are minor criticisms of what is a good, introspective story with good performances and interesting themes of remembrance and closure. That Schreiber not only directed but adapted the screenplay to this worthwhile slice of history is a tribute to his talents and promising potential in the future.",positive
"First a technical review. The script is so slow, it is really a 25 minute story blown up to 1 hour 40 min. The dialogue is so flat and truly one-dimensional. The ""acting"" is pathetic, they seem to really have lifted schoolchildren out of class to read a few lines from an idiot board. As for the whole ""point"" of the story, namely ""war is bad"" (oh, there's a shock!) is really non-existent. Without out the ""lets shock 'em and get great publicity"" scene nobody would be talking about this film. It is so bad it actually bothers me to think what better things the money used this could have gone on. Believe me I've seen some bad ""emperor's new clothes"" films but the one thing I can say for them is at least they were well shot and well made while the camera wobbled during two scenes in this! Read all the other reviews - avoid at all costs and don't talk about it.",negative
"Anyone not aware of the 1973 original British Lion movie ' The Wicker Man' would,no doubt, have left the cinema with the impression 'Poor' and 'Peurile'.<br /><br />As a devotee of the original I left with the impression Purely Poor.<br /><br />From the grim reality of haggle toothed inbreds drawing the force of law and order into a web of paganistic barbaric ritual on a remote Scottish island, named Summerisle(the original) to a near Amazon-ic colony off the Maine coast of the US, named Summersisle, the remake hardly hits the spot.<br /><br />This is, quite sadly, a case of what 'could' have been a classic remake of a classic being tampered with to cater for a simple minded public. NOTHING MORE AND NOTHING LESS. <br /><br />Gentlemen (or given the reworked context of the film) Ladies involved ... hang your heads in shame.",negative
"""Cavemen"" exceeded my expectations, and not in a good way. It was even worse than I thought it would be. Basically, here's the show: The Cavemen are an alternate race, they face prejudice, etc. Quite possibly the stupidest idea ever created; almost being worthy of jail time for the writers. One show featured the cavemen going into a club, trying to pick up girls, and then nothing else happened. It was reminiscent of listening to a 22 minute Andy Rooney dialog, followed by death by steak knives via midget cannibals. For those who have not seen this show, here's an example of the dialog: ""You're sure you're okay with going out with a caveman."" ""Yeah, that's fine. I've had like 10 - thousand!"" Hilarious... Possibly the best writing I've ever witnessed.<br /><br />22 minutes of cavemen with horrible makeup, tackling tough social issues... Sounds like an entertaining night. I also love how bad the recent ideas are that they're resorted to making a sitcom out of car insurance commercials. I wonder if they'll do the Gecko next, so that I can have a new title for the worst show I've ever seen. I would even say that this is worse than ""Viva Laughlin."" At least ""Viva Laughlin"" was ripped off from something that was somewhat inspired.<br /><br />Shows like this make me hope that there's a comet up there somewhere aimed for Earth.<br /><br />(Unratable honestly...)",negative
"What an incredible story and what a beautiful film! Hat's off to Ben Daniels, Lavinia Currier and the great Honore de Balzac. This captivating film conveys the passion experienced by the characters so effortlessly and yet so powerfully. I watched it mesmerized, almost holding my breath as the story developed towards its inexorable end. This film's execution was almost flawless: simple and pure, it plays with our hearts, guiding us in understanding the strange platonic, absolute thus possessive bond between two creatures not meant to be part of each other's world. Both are capable of affection, yet ironically, it's the more ""evolved"" one who becomes dependent and possessive, unable to accept the other's freedom. It's one of the most fascinating and intriguing look at the many forms of love, and an incredible study on how oppressive and destructive human love can be sometimes. <br /><br />Only a rudimentary mind would associate this story with any kind of bestiality.",positive
"I went into Deathtrap expecting a well orchestrated and intriguing thriller; and while that's something like what this film is; I also can't help but think that it's just a poor man's Sleuth. The classic 1972 film is obviously an inspiration for this film; not particularly in terms of the plot, but certainly it's the case with the execution. The casting of Michael Caine in the central role just confirms it. The film is based on a play by Ira Levin (who previously wrote Rosemary's Baby and The Stepford Wives) and focuses on Sidney Bruhl; a playwright whose best days are behind him. After his latest play bombs, Sidney finds himself at a low; and this is not helped when a play named Deathtrap; written by an amateur he taught, arrives on his doorstep. Deathtrap is a guaranteed commercial success, and Sidney soon begins hatching a plot of his own; which involves inviting round the amateur scribe, killing him, and then passing Deathtrap off as his own work.<br /><br />Despite all of its clever twists and turns; Deathtrap falls down on one primary element, and that's the characters. The film fails to provide a single likable character, and it's very hard to care about the story when you're not rooting for any of the players. This is not helped by the acting. Michael Caine puts in a good and entertaining performance as you would expect, but nobody else does themselves proud. Christopher Reeve is awkward in his role, while Dyan Cannon somehow manages to make the only possibly likable character detestable with a frankly irritating performance. It's lucky then that the story is good; and it is just about good enough to save the film. The plot features plenty of twists and turns; some work better than others, but there's always enough going on to ensure that the film stays interesting. Director Sidney Lumet deserves some credit too as the style of the film is another huge plus. The central location is interesting in its own right, and the cinematography fits the film well. Overall, I have to admit that I did enjoy this film; but it could have been much, much better.",positive
"Great just great! The West Coast got ""Dirty"" Harry Callahan, the East Coast got Sharky. Burt Reynolds plays Sharky in ""Sharky's Machine"" and I enjoyed every minute of it. Playing a maverick narcotics cop in Atlanta, GA is just what everyone wants. Instead of suspension, he's sent to vice squad. Like in the Dirty Harry movies or any other cop movies, the captain is always going to be the jerk. When I was a kid, I was curious what that movie meant ""Sharky's Machine"". Well I knew who played Sharky, I wonder what his machine was. It was his GROUP of fellow cops. After uncovering the murder, he goes all out to find the perp. When it turns out to be a big time mob boss, Sharky doesn't play around. When he gets the other prostitute into safety, Sharky fights back hard and good despite losing a finger to the thug. And I also like the part where the bad gets blown out of the building through a plate glass window. That was the BOMB! Randy Crawford's ""Street Life"" really put the movie in the right mood, and the movie itself is really a great hit to me, ALWAYS! Rating 4 out of 5 stars.",positive
"Let me start off by saying that after watching this episode for the first time on DVD at 10 o'clock P.M. one night, I could not fall asleep until about 3:00 A.M.<br /><br />This brief review may contain spoilers.<br /><br />I'm a long-time fan of The Sopranos and I can safely say this is the best episode I've seen. I'm not saying everyone should feel this way, but I do. This episode is identical to the weekend I spent with my family, watching over my own father, comatose in the ICU before he passed.<br /><br />The episode begins with Tony in an alternate reality: he is a salesman who's identity has been mistaken for that of a man named Kevin Finnerty.<br /><br />By the time ten minutes had gone by, I knew either Tony was dreaming, or I was watching some other show. It wasn't like the normal Sopranos and I loved it.<br /><br />Option 1 is confirmed when Anthony (or ""Kevin"") looks into the sky at a ""helicopter spotlight"" and we see prodding through it, a doctor with a flashlight. We see this only for a moment and the sequence plays out until we go back to real life in a situation similar to the one I just stated.<br /><br />Tony has come out of the coma for only a moment. His boys take A.J. home and Carmella, overcome by stress, breaks down in the hallway: a signature moment in the episode.<br /><br />For the remainder of the episode, we cut in between the real world: the family dealing with the potential negative outcome of this coma, and Tony's alternate reality, which parallels what's going on both in his mind and in the real world around him.<br /><br />Then comes the stellar point in the episode: after A.J. finishes telling his mother he's flunked school, she walks in to see Meadow sitting at Anthony's side.<br /><br />She approaches Tony, and utters the best line of the episode: ""Anthony, can you hear us?"" In Tony's world, he enters a dark hotel room and turns on a light. He takes off his shoes and goes to the phone. He tries to dial, but he cannot--as if he were trying to say something back to Carmella, but couldn't physically bring himself to do so. Not yet.<br /><br />He sits down and looks out his window. A shimmering light that has reoccurred throughout the episode now seems to call to him from the other side of the city.<br /><br />""When It's Cold I'd Like To Die"" by Moby marries perfectly with these last images and helps in creating an emotional roller-coaster of an episode.<br /><br />10 out of 10.<br /><br />P.S.: Watch the next episode. You find out what the light is. It's wonderful.",positive
"My father grew grew up watching George Reeves as Superman and when I was a little kid he had episodes on VHS and let me view them including this movie (passing them down in the family if you will), and I loved it.<br /><br />Clark Kent and Lois Lane get sent to a small town with and oil mine and from the mine emerge mole men radioactive and targeted by the town assumed to be deadly and it's up to Superman to stop this mayhem.<br /><br />It's just so wonderful and fun to view. The old style special effects and sound - the crew pulled off such a beauty with such little technology. George Reeves was my hero when I was a little kid, and I'm 16 now, it just goes to show how timeless and classic these adventures are.",positive
"Incredibly ARTISTIC NOBODY COULD MAKE THEM NOW I THINK.It seem to be perfect the biggest and the greatest musical ever made listen to the beautiful songs the are quite poetry.I'M Italian AND ADMIRED BY American MUSICAL. why can't you do something like that now?American were the best and for that i absolutely show my devotion to you with this movie.there are words to describes the perfection of this movie. all of a sudden my heart sings, what makes the sunset? i fall in love to easily,jealousy...and the scene with Tom and Jerry. the greatest without reserve. if you you doesn't know your eyes are not open my friends you must see it and appreciate...wake up!",positive
"This movie was extremely boring. I only laughed a few times. I decided to rent it when I noticed William Shatner's name on the cover. It's all about this little kid who gets picked on all the time by his classmates. When wandering the streets looking for old ladies to assist, he meets a prostitute. She takes him to a club called the Playground, where he befriends several pimps. When mayor Tony Gold (Shatner) decides to take over the pimp business, Lil' Pimp must lay down for his homies.<br /><br />The animation isn't very good in this. It looks like it was made with Macromedia, which I'm sure it was. It doesn't suck, it's just the sort of choppy flash animation that people have gotten used to over recent years. The humor in this is not very good, I didn't think any of it was funny.",negative
"Just what is the point of this film? It starts off as one film, then changes track, cheating us of a resolution to that film and ends as another movie which is nothing but a pale, pale imitation of so many other schlock-horror flicks you've ever seen. The overall impression is confusion in every respect and a great deal of hubris. Screenplay by Tarantino, direction by Rodriguez, two guys who have previously shown talent, but who now seem to believe their own hype and assume that whatever they do must be good merely because THEY did it. But it doesn't quite work that way. You're only good while you continue doing good things. There are so many questions to ask: Just what are George Clooney and Harvey Keitel doing getting involved in such pointless dreck? Clooney initially makes an intriguing bad guy  utterly ruthless and efficient  and it would have been interesting to see where that was going. But, of course, we never do. And the Clooney of the vampire film changes into a completely different character. That's not clever or witty, that's just bad, bad work. Keitel looks thoroughly ill at ease throughout, and no wonder. Did no one in the studio take a look at the script before this project was given the go-ahead? Tarantino is utterly unpleasant as a murderous sexual deviant (and why did he, as writer, assume we would find the rape, gruesome murder and butchering of an inoffensive hostage funny). On every level  except the technical  this film stinks. Avoid.",negative
"When I was young, I was a big fan of the Naked Gun movies but just recently I watched the show Police Sqaud! and I think its great! Leslie Nielson's awesome, Alan North is cool, and who the heck is Rex Hamilton? But anyways, it's one goofy show.<br /><br />One of my favorite parts of this show when they do the freeze frame scene during the end credits. I think my favorite one is when Norberg (not O.J.) walks in during the scene and he tries to fit in with the freeze frame. Classic!<br /><br />The only problem to me is the cigarette gag gets very old (when Drebin shows a cigarette to someone and asks, ""Cigarette?"" and the person replies, ""Yes. I know."") I think they used it too many times by whatever.<br /><br />Good acting, good gags, great show!<br /><br />7/10",positive
