Line,Speaker,Text,Date,Party,Location,URL
137,Trump,Because they devalue their currency -- they devalue their currencies...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
139,Trump,"... that makes it -- well, you don't know a thing about business. You lose on everything...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
141,Trump,Let me just tell you -- they de-value their currency. They de-value their currencies.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
143,Trump,"That makes it -- well, you don't know a thing about business. You lose on everything you do.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
145,Trump,"Let me just tell you, they de-value their currencies. China, Mexico, everybody. Japan with the cars. They de-value their currencies to such an extent that our businesses cannot compete with them, our workers lose their jobs...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
147,Trump,But you wouldn't know anything about it because you're a lousy businessman.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
149,Trump,"No, I -- and you know why? You know why?",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
152,Trump,You know why?,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
155,Trump,First of all...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
157,Trump,"... first of all, that's called a...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
161,Trump,And by the way -- and by the way...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
163,Trump,... and by the way...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
165,Trump,... I've won most of the lawsuits.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
168,Trump,"And they actually did a very good job, but I've won most of the lawsuits.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
172,Trump,"Excuse me. Hey Wolf, let me ask you. Am I allowed to respond to this?",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
174,Trump,"OK. Well let -- no, I haven't. I really haven't.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
178,Trump,"Here's a guy -- here's a guy that buys a house for $179,000, he sells it to a lobbyist who's probably here for $380,000 and then legislation is passed. You tell me about this guy. This is what we're going to have as president.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
180,Trump,"No, no, no.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
185,Trump,That is so wrong. We'll work on that. I took $1 million and I turned into $10 billion.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
187,Trump,I borrowed $1 million...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
189,Trump,"I borrowed $1 million, I turned it into $10 billion...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
191,Trump,... more than $10 billion.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
208,Trump,"I have to say, he lied this time. He lied. 100 percent. 100 percent.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
210,Trump,"Yes, yes, yes. 38 years ago.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
243,Trump,True.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
246,Trump,True.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
248,Trump,No.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
250,Trump,"First of all, I don't believe anything Telemundo says.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
253,Trump,"Number one. Number two, I currently employ thousands of Hispanics, and over the years, I've employed tens of thousands of Hispanics. They're incredible people. They know, and the reason I won in Nevada, not only won the big one, but I also won subs, like, as an example, I won with women. I won with every single category. I won with men, I won with high-income, low-income, I won with Hispanics. And I got 46 percent. Nobody else was close. Because they know I'm going to bring jobs back from China, from Japan, from so many other places. They get it. They're incredible people. They're incredible workers. They get it. And I've won many of the polls with Hispanics. I didn't maybe win the Telemundo poll. But one thing I'm also going to do, I'm going to be getting -- bringing a lot of people in who are Democrats, who are independents, and you're seeing that with the polls, because if you look at anywhere, look at any of the elections, every single election, it has been record-setting. And the good news is, for the Republican Party, the Democrats are getting very poor numbers in terms of bringing them in. We're getting record-setting numbers. I think I have something to do with that. We're getting record-setting numbers. And I won every one -- the three of them that I won, I won with record-setting numbers.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
254,Trump,"New people are coming into the Republican Party. We are building a new Republican Party, a lot of new people are coming in.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
257,Trump,I love them. I love them.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
260,Trump,They're fine. Do you know what? They're fine.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
262,Trump,Why did they take the poll? Why did,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
265,Trump,"I'm just telling you, I'm doing very well with Hispanics. And by the way, I settled my suit, as you know, with Univision. It was settled. We're good friends now. It was all settled up.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
267,Trump,"Very happy, very happy. Very good people. I'm just telling you -- I'm just telling you that I will do really well with Hispanics. I will do better than anybody on this stage. I have respect for the people on the stage, but I will do very well with Hispanics. But I'm telling you also, I'm bringing people, Democrats over and I'm bringing independents over, and we're building a much bigger, much stronger Republican Party.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
273,Trump,"Yes, I would. And I've been there. And I've been there very strongly. I do have to say something, and this is interesting and it's not anybody's fault. It's not Ted's fault. Justice Roberts was strongly recommended and pushed by Ted. Justice Roberts gave us Obamacare. Might as well be called Roberts-care. Two times of the Supreme Court, Justice Roberts approved something that he should have never raised his hand to approve. And we ended up with Obamacare. That is a rough thing. And I know Ted feels badly about it. And I think he probably still respects the judge. But that judge has been a disaster in terms of everything we stand for because there is no way -- no way that he should have approved Obamacare. Now, with that being said, these are the things that happen. But Ted very, very strongly pushed Judge Roberts, and Justice Roberts gave us something that we don't want.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
286,Trump,"Well, let -- let me -- let me just say -- let me just say this. Look, I watched Ted -- and I respected it, but he gets nowhere -- stand on the Senate floor for a day or two days, and talk and talk and talk. I watched the other senators laughing and smiling. And when Ted was totally exhausted, he left the Senate floor, and they went back to work. OK? We have to have somebody that's going to make deals. It's wonderful to stand up for two days and do that. Now, Ted's been very critical -- I have a sister who's a brilliant...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
288,Trump,"... excuse me. She's a brilliant judge. He's been criticizing -- he's been criticizing my sister for signing a certain bill. You know who else signed that bill? Justice Samuel Alito, a very conservative member of the Supreme Court, with my sister, signed that bill. So I think that maybe we should get a little bit of an apology from Ted. What do you think?",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
299,Trump,"When you say crazy zealot, are you talking about you? Crazy zealot -- give me a break.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
304,Trump,"Well, let -- let me just say -- let me just say, first of all, I have great respect for Justice Scalia. I thought he was terrific. And if you talk about evolving, Ronald Reagan was a somewhat liberal Democrat. Ronald Reagan evolved into a somewhat strong conservative -- more importantly, he was a great president. A great president. As far as Planned Parenthood is concerned, I'm pro-life. I'm totally against abortion, having to do with Planned Parenthood. But millions and millions of women -- cervical cancer, breast cancer -- are helped by Planned Parenthood. So you can say whatever you want, but they have millions of women going through Planned Parenthood that are helped greatly. And I wouldn't fund it. I would defund it because of the abortion factor, which they say is 3 percent. I don't know what percentage it is. They say it's 3 percent. But I would defund it, because I'm pro-life. But millions of women are helped by Planned Parenthood.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
319,Trump,"I just want to say, I agree with that 100 percent, except pre-existing conditions, I would absolutely get rid of Obamacare. We're going to have something much better, but pre-existing conditions, when I'm referring to that, and I was referring to that very strongly on the show with Anderson Cooper, I want to keep pre- existing conditions. I think we need it. I think it's a modern age. And I think we have to have it.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
322,Trump,"I think they're wrong 100 percent. What we need -- look, the insurance companies take care of the politicians. The insurance companies get what they want. We should have gotten rid of the lines around each state so we can have real competition. We thought that was gone, we thought those lines were going to be gone, so something happened at the last moment where Obamacare got approved, and all of that was thrown out the window. The reason is some of the people in the audience are insurance people, and insurance lobbyists, and special interests. They got -- I'm not going to point to these gentlemen, of course, they're part of the problem, other than Ben, in all fairness. And, actually, the Governor too, let's just talk about these too, OK?",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
324,Trump,"Because I don't think the Governor had too much to do with this. But, we should have gotten rid of the borders, we should have gotten rid of the lines around the state so there's great competition. The insurance companies are making a fortune on every single thing they do. I'm self-funding my campaign. I'm the only one in either party self-funding my campaign. I'm going to do what's right. We have to get rid of the lines around the states so that there's serious, serious competition.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
326,Trump,"... And, you're going to see -- excuse me. You're going to see preexisting conditions and everything else be part of it, but the price will be done, and the insurance companies can pay. Right now they're making a fortune.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
329,Trump,"That's going to solve the problem. And, the insurance companies aren't going to say that, they want to keep it. They want to say -- they say whatever they have to say to keep it the way it is. I know the insurance companies, they're friends of mine. The top guys, they're friends of mine. I shouldn't tell you guys, you'll say it's terrible, I have a conflict of interest. They're friends of mine, there's some right in the audience. One of them was just waving to me, he was laughing and smiling. He's not laughing so much anymore. Hi.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
331,Trump,"Look, the insurance companies are making an absolute fortune. Yes, they will keep preexisting conditions, and that would be a great thing. Get rid of Obamacare, we'll come up with new plans. But, we should keep preexisting conditions.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
335,Trump,"... And, you don't know what it means...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
339,Trump,You don't know.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
341,Trump,... The biggest,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
344,Trump,"... The biggest problem, I'll have you know...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
346,Trump,"... You know, I watched him meltdown two weeks ago with Chris Christie. I got to tell you, the biggest problem he's got is he really doesn't know about the lines. The biggest thing we've got, and the reason we've got no competition, is because we have lines around the state, and you have essentially....",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
348,Trump,... You don't know much...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
350,Trump,... The lines around the states...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
352,Trump,"... and, it was almost done -- not now...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
354,Trump,... Excuse me. Excuse me.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
356,Trump,"... You get rid of the lines, it brings in competition. So, instead of having one insurance company taking care of New York, or Texas, you'll have many. They'll compete, and it'll be a beautiful thing.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
360,Trump,"The nice part of the plan -- you'll have many different plans. You'll have competition, you'll have so many different plans.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
362,Trump,"No, no, no.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
370,Trump,"I watched him meltdown on the stage like that, I've never seen it in anybody...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
372,Trump,... I thought he came out of the swimming pool...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
382,Trump,"I tell the truth, I tell the truth.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
386,Trump,... We're going to have many different plans because...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
388,Trump,... competition...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
391,Trump,"There is going to be competition among all of the states, and the insurance companies. They're going to have many, many different plans.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
393,Trump,"No, there's nothing to add.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
395,Trump,What is to add?,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
428,Trump,"I do not want socialized medicine, just so you understand. He goes around saying oh, he wants it. I do not want socialized medicine. I do agree with him that it's going to be a disaster, Obamacare, for the economy. In 2017, it will be impossible for us to pay for it if you look at what's going on. That's why it has to be repealed, for a lot of reasons, Number one, it doesn't work, number two, premium. You look at premiums going up, 25, 35, even 45 percent, and more. We have to get rid of Obamacare. It is going to destroy our economy completely. Our economy is not doing well. It is going to destroy our economy greatly. And on that, I agree.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
430,Trump,That's false.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
432,Trump,"No, I said it worked in a couple of countries...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
434,Trump,"No, I did not. No I did not.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
436,Trump,Correct. I will not let people die on the streets if I'm president.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
438,Trump,Excuse me. Let me talk. If people...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
440,Trump,"If people -- my plan is very simple. I will not -- we're going to have private -- we are going to have health care, but I will not allow people to die on the sidewalks and the streets of our country if I'm president. You may let it and you may be fine with it...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
442,Trump,... I'm not fine with it. We are going to take those people...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
444,Trump,"Excuse me. We are going to take those people and those people are going to be serviced by doctors and hospitals. We're going to make great deals on it, but we're not going to let them die in the streets.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
454,Trump,You know what? Call it what you want.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
456,Trump,"Call it what you want, people are not going to be dying on the sidewalk.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
458,Trump,"Because the country will become a dynamic economy. We'll be dynamic again. If you look at what's going on, we have the highest taxes anywhere in the world. We pay more business tax, we pay more personal tax. We have the highest taxes in the world. It's shutting off our economy. It's shutting off our country. We have trillions of dollars outside that we can't get in. Yes, we will do my tax plan, and it will be great. We will have a dynamic economy again.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
460,Trump,We're going to make many cuts in business. We're getting rid of -- we're going to get rid of so many different things. Department of Education -- Common Core is out. We're going local. Have to go local.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
464,Trump,"We are going to cut many of the agencies, we will balance our budget, and we will be dynamic again.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
466,Trump,"Waste, fraud and abuse all over the place. Waste, fraud and abuse.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
468,Trump,"You look at what's happening with Social Security, you look -- look at what's happening with every agency -- waste, fraud and abuse. We will cut so much, your head will spin.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
480,Trump,"I just want to say -- and I'm a big fan of the governor, but they also struck oil, OK, so that helped Iowa a lot.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
486,Trump,"All right. First of all, let me just explain. I was the first one to file a financial disclosure form -- almost 100 pages. You don't learn anything about somebody's wealth with a tax return. You learn it from statements. I filed -- which shows that I'm worth over $10 billion. I built a great company with very little debt. People were shocked, the people in the back, the reporters, they were shocked when they went down. And I filed it on time. I didn't ask for five 45-day extensions, which I would have been entitled to. So as far as that's concerned, I filed it. And that's where you find out what kind of a company. You don't learn anything from a tax return. I will say this. Mitt Romney looked like a fool when he delayed and delayed and delayed. And Harry Reid baited him so beautifully. And Mitt Romney didn't file his return until a September 21st of 2012, about a month-and-a-half before the election. And it cost him big league. As far as my return, I want to file it, except for many years, I've been audited every year. Twelve years, or something like that. Every year they audit me, audit me, audit me. Nobody gets audited -- I have friends that are very wealthy people. They never get audited. I get audited every year. I will absolutely give my return, but I'm being audited now for two or three years, so I can't do it until the audit is finished, obviously. And I think people would understand that.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
489,Trump,Are you going to ask anybody else that question?,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
492,Trump,Every single question comes to me?,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
495,Trump,"I know I'm here for the ratings, but it's a little bit ridiculous.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
498,Trump,True.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
500,Trump,"No, I'm not. First of all, very few people listen to your radio show. That's the good news.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
502,Trump,"Let me just tell you, let me just -- which happens to be true. Check out the ratings. Look, let me just tell you something. Let me just tell you something. I want to release my tax returns but I can't release it while I'm under an audit. We're under a routine audit. I've had it for years, I get audited. And obviously if I'm being audited, I'm not going to release a return. As soon as the audit is done, I love it.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
511,Trump,"Eighty-five percent say you, big difference.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
515,Trump,"So at the beginning, I said openly to everybody that I contribute to many, many politicians, both Republican and Democrat. And I have, over the years. I'm a businessman. I have, over the years. And I sort of have to laugh when Ted makes a big deal out of the fact that he's doing well in the polls. Well, I'm beating him in virtually every poll. I'm tied in Texas, by the way, which I shouldn't be. But I think I'll do very well.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
517,Trump,"But a poll just came out -- a Bloomberg poll -- where I am beating him so badly that it's, like, embarrassing even for me to say I'm beating him that badly.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
519,Trump,"And -- and here's the thing -- it was sort of funny -- 65 percent of the people don't like you -- I just got 36 percent of the vote, right? I just got 46 percent on another one. I got 38",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
521,Trump,"...on another one. That means -- and he got 20 and 22, and he lost in South Carolina so badly -- that was going to be his stronghold. He said a year ago, ""I can't lose South Carolina."" I beat him in a landslide. Last week in Nevada, I beat him in a landslide, and he sank about the polls. One other thing -- Hillary Clinton -- take a look at USA Today, take a look at the Q poll. I beat her, and I beat her badly. And I -- and I haven't even started at her. I only had one little",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
523,Trump,"...I only had one little interchange, and that",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
525,Trump,"...four weeks ago, when she said I was sexist. And believe me, they had a rough weekend that weekend, between Bill and Hillary. They had a rough weekend.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
531,Trump,Nothing.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
535,Trump,You -- you don't...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
544,Trump,"... first of all, he's talking about the polls. I'm beating him awfully badly in the polls.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
547,Trump,"Well, then, if I can't -- if -- hey, if I can't beat her, you're really going to get killed, aren't you?",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
549,Trump,"So -- so let me ask you this, because you're really getting beaten badly. I know you're embarrassed -- I know you're embarrassed, but keep fighting -- keep swinging, man. Swing for the fences. Let me just tell you -- let me just tell you, the Trump University case is a civil case. Not a -- it's a civil case. It's a case where people want to try and get -- it's a case that is nonsense. It's something I could have settled many times. I could settle it right now for very little money, but I don't want to do it out of principle. The people that took the course all signed -- most -- many -- many signed report cards saying it was fantastic, it was wonderful, it was beautiful. As -- and believe me, I'll win that case. That's an easy case. Civil case. Number two, as far as the taxes are concerned, I'm being audited. It's a very routine audit, and it's very unfair, because I've been audited for, I think, over 12 years. Every year, because of the size of my company, which is very, very large, I'm being audited -- which is a very large company.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
552,Trump,"I'm being audited 12 years in a row, at least. Now, until that audit's done, and I don't think anybody would blame me, I'm not giving",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
563,Trump,Shocking.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
566,Trump,Right.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
568,Trump,"Well, first of all, I don't think they do under President Obama because I think he's treated Israel horribly, all right? I think he's treated Israel horribly.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
570,Trump,"I was the grand marshall down 5th Avenue a number of years ago for the Israeli Day Parade, I have very close ties to Israel. I've received the Tree of Life Award and many of the greatest awards given by Israel. As president, however, there's nothing that I would rather do to bring peace to Israel and its neighbors generally. And I think it serves no purpose to say that you have a good guy and a bad guy. Now, I may not be successful in doing it. It's probably the toughest negotiation anywhere in the world of any kind. OK? But it doesn't help if I start saying, ""I am very pro-Israel, very pro, more than anybody on this stage."" But it doesn't do any good to start demeaning the neighbors, because I would love to do something with regard to negotiating peace, finally, for Israel and for their neighbors. And I can't do that as well -- as a negotiator, I cannot do that as well if I'm taking big, big sides. With that being said, I am totally pro-Israel.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
578,Trump,"Well, I can only say -- look, I can only say I've been a big contributor to Israel over the years. I've received many, many awards from Israel, as I've said before. I have a great relationship with Israel. And I'm going to keep it that way. And if I could bring peace, that would be a fantastic thing. It would be one of my greatest achievements as president.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
587,Trump,"I'm a negotiator. I've done very well over the years through negotiation. It's very important that we do that. In all fairness, Marco is not a negotiator. I watched him melt down and I'll tell you, it was one of the saddest things I've ever seen. He's not going down -- excuse me...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
589,Trump,"... wait a minute, and these people may even be tougher than Chris Christie. OK?",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
591,Trump,"OK, no, no, no -- a deal is a deal. Let me tell you that. I learned a long time ago.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
593,Trump,You are not a negotiator. You are not a negotiator.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
595,Trump,"And, with your thinking, you will never bring peace. You will never bring peace...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
597,Trump,"... Excuse me, I want to be able to bring peace...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
599,Trump,"He will never be able to do it. I think I may be able to do it, although I will say this. Probably the toughest deal of any kind is that particular deal.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
609,Trump,"One thing I'd like to add to what the Governor's saying, I think that we are now in a position -- are $19 trillion dollars because of the horrible omnibus budget that was approved six weeks ago, it's going to be $21 trillion dollars. We can no longer defend all of these countries, Japan, Germany, South Korea. You order televisions, you order almost anything, you're getting it from these countries. Whether it's a Mercedes-Benz, or whether it's an air conditioning unit. They're coming out of these countries. They are making a fortune. Saudi Arabia, we are defending Saudi Arabia. Before the oil went down, now they're making less, but they're making plenty. They were making $1 billion dollars a day.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
611,Trump,We defend all of these countries for peanuts. You talk about budgets. We have to start getting reimbursed for taking care of the military services for all of these countries.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
630,Trump,"I really don't because it not working and the countries aren't agreeing to it and the rebels aren't agreeing and Syria is not agreeing. So It's a meaningless ceasefire. I love the idea of a ceasefire. I love the idea of -- with a total cessation. But it's not working, as you know very well. It's not working. If -- we can do what we want with Russia but nobody else is adhering to it. So I certainly support it, I would certainly love it, but all parties have to be part of it.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
635,Trump,"Again, I think I gave them both checks to be exactly honest. I think they both liked me very much. But the fact is that ...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
637,Trump,"Well, I think Bush did a hell of a bad as far as that's concerned. You know it and so do I.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
